domain,total,M,F,18-24,25-34,35-44,45-54,>=55
getyourmillion.ru,1,0,1,0,0,0,1,0
pumpworld.com,2,2,0,0,0,0,0,2
vipom.ru,3,3,0,0,3,0,0,0
mirrorf.download-center.info,1,1,0,0,0,1,0,0
volk59.narod.ru,1,1,0,0,1,0,0,0
pantyhose.h14.ru,1,1,0,0,1,0,0,0
ershov.car.ru,1,1,0,0,0,1,0,0
onegif.com,2,2,0,0,0,0,2,0
poli-art.com.ua,1,0,1,0,0,1,0,0
ulobuv.ru,1,1,0,0,0,1,0,0
old-starichki.narod.ru,4,4,0,0,4,0,0,0
artvid.ru,739,314,419,420,195,104,12,2
forum.postupim.ru,3,2,1,0,1,2,0,0
obana.at.ua,3,2,0,0,0,2,0,0
ussrkino.ru,17,17,0,0,0,17,0,0
uisnso.ru,1,1,0,0,0,0,1,0
surpluspontrouge.com,1,0,1,0,1,0,0,0
ocrim.ru,1,1,0,0,1,0,0,0
daysnights.weebly.com,3,3,0,0,3,0,0,0
keepcalm-o-matic.co.uk,1,1,0,0,1,0,0,0
smychnyk.name,2,0,2,0,2,0,0,0
srvrussia.ru,2,2,0,0,2,0,0,0
solaris-shop.ru,3,3,0,0,0,1,0,2
csgo-proplayers.ru,4,4,0,4,0,0,0,0
linedia.su,3,3,0,0,0,3,0,0
proglaza.ru,72,15,55,8,14,30,16,2
elektromontaj-2.ru,1,1,0,0,0,0,1,0
cameralabs.org,16,10,6,0,0,11,5,0
uro-andro.ru,11,3,0,0,3,0,0,0
russiaprofi.ru,1,0,1,0,0,1,0,0
yalmed.com,3,0,3,0,1,2,0,0
paterra.ru,3,0,3,0,0,3,0,0
kinozavr.ucoz.ua,5,5,0,0,5,0,0,0
carters-baby.com.ua,1,0,1,0,1,0,0,0
intellectualtakeout.org,1,1,0,0,1,0,0,0
oceni-krasotu.ru,4,1,3,1,1,0,2,0
minecraft18.net,18,0,18,0,18,0,0,0
vzchm.ru,1,1,0,0,1,0,0,0
novogodnie-salaty.ru,1,0,1,0,0,1,0,0
historica.ru,4,3,1,2,0,1,1,0
razym.ru,59,27,27,7,14,24,2,7
dev-cruise.ayda.ru,1,0,1,0,0,1,0,0
splayer.info,1,1,0,0,1,0,0,0
kinopoisky.ru,4,2,2,4,0,0,0,0
urist38.ru,2,1,0,0,1,0,0,0
laa12shagov.ucoz.ru,1,0,1,0,0,1,0,0
wp-seven.ru,6,6,0,0,6,0,0,0
bmwclubrussia.ru,21,17,1,0,14,4,0,0
librasimferopol.ru,1,0,1,0,0,1,0,0
delavore.com.ua,2,0,2,0,0,2,0,0
opt.zooexpress-spb.ru,5,0,5,0,0,5,0,0
unnatural.ru,61,42,19,1,24,36,0,0
goneva.net.ua,6,4,0,1,2,1,0,0
torrent-igrok.ru,6,0,6,0,6,0,0,0
info-portal.best-active.ru,5,5,0,0,1,4,0,0
smart-soft.ru,1,0,1,0,1,0,0,0
igryman.ru,13,12,0,0,12,0,0,0
ehow.com,86,47,37,33,30,18,3,0
kofemart.ru,1,1,0,0,0,1,0,0
grippro.ru,26,5,17,4,9,9,0,0
marinecrew.info,1,1,0,0,1,0,0,0
nevaclubtour.ru,1,0,1,1,0,0,0,0
studentu911.narod.ru,1,0,1,0,0,1,0,0
kedrnuts.ru,5,0,5,0,3,0,0,2
med-informs.ru,11,3,8,3,8,0,0,0
jonsonscompany.ucoz.ru,2,2,0,0,0,0,0,2
editor.0lik.ru,63,17,46,2,55,6,0,0
komsomolsk.viasun.ru,1,0,1,0,0,0,1,0
test.shobi.ru,9,9,0,0,9,0,0,0
mirbis.ru,4,2,2,0,2,0,2,0
funkot.ru,14,12,2,7,1,5,0,1
intafy.at.ua,1,1,0,0,0,0,1,0
slipstick.com,2,2,0,0,0,0,2,0
emeraldday.com,1,1,0,0,1,0,0,0
eexiva.ref.bluemoon.com.vn,1,0,1,0,0,1,0,0
privatefly.ru,1,0,1,1,0,0,0,0
static.pogowolozis.com,1,0,1,0,0,0,1,0
stylenotes.ru,1,1,0,0,0,0,1,0
izrus.co.il,191,180,11,0,0,14,57,120
sadovnik.ucoz.net,1,0,1,0,0,1,0,0
starsextube.com,3,2,0,0,2,0,0,0
gid43.ru,10,3,7,2,4,0,4,0
narutopedia.ru,15,0,15,15,0,0,0,0
ne-boleu.ru,5,5,0,0,0,5,0,0
222910.ru.all.biz,4,0,4,0,4,0,0,0
avangard-vz.at.ua,1,0,1,0,0,0,1,0
in-skorea.com,1,0,1,0,1,0,0,0
easysmart.ru,5,3,2,0,5,0,0,0
zasluga.net,2,0,2,0,2,0,0,0
yutnii-dom.ru,1,0,1,0,0,0,1,0
stroilogik.ru,9,1,8,7,0,2,0,0
stooool.yw0.ru,6,0,6,0,2,4,0,0
spicymilfs.com,89,89,0,0,78,11,0,0
lycrafetish.ru,13,13,0,0,3,10,0,0
templatemonster.com,4,3,1,3,1,0,0,0
03b01.ludocori.cl,2,0,1,0,1,0,0,0
kurskbur.ru,2,2,0,0,0,0,2,0
pskb.com,2,2,0,0,2,0,0,0
xn--e1asffbt.xn--p1ai,27,27,0,0,0,27,0,0
xn--46--eeda9aho.xn--p1ai,1,1,0,0,1,0,0,0
metrsaratova.ru,10,1,9,0,1,9,0,0
dom-chasov.kz,5,5,0,0,5,0,0,0
hornynakedteens.com,1,1,0,0,0,1,0,0
vblogers.com,8,2,6,0,2,1,5,0
shandmorino.com,1,1,0,0,1,0,0,0
dengi-vseti.ru,3,0,3,0,3,0,0,0
appetitnoe.com,2,2,0,0,2,0,0,0
linkedin.com,19,2,17,0,17,0,2,0
mosstroy.ru,2,1,1,1,1,0,0,0
parikmaherov.net,2,0,2,0,1,1,0,0
esetnod32keys.ru,2,2,0,2,0,0,0,0
moumuk-kopeisk.ucoz.ru,1,0,1,0,0,1,0,0
ec.amurobr.ru,2,2,0,0,2,0,0,0
kate-n-bd.deviantart.com,1,0,1,0,1,0,0,0
wall-minecraft.ru,2,0,2,0,0,2,0,0
krasnoyarsk.kompaskreditov.ru,1,0,1,0,1,0,0,0
my-mercedes.ucoz.de,1,1,0,0,1,0,0,0
pl.spb.ru,11,3,8,6,2,2,1,0
vocable.ru,4,2,2,0,3,0,1,0
protopka.ru,11,11,0,0,1,4,6,0
pornovidxxx.com,1,1,0,0,0,0,0,1
mirphoto.ru,5,4,0,0,0,0,4,0
pragmaticar.ru,5,3,0,0,2,1,0,0
traveling.by,1,0,1,0,0,0,1,0
login.rutracker.org,20,8,11,6,7,6,0,0
toplistgames.ru,1,1,0,0,1,0,0,0
strannik-v.ru,13,13,0,0,0,0,0,13
bodykeep.narod.ru,1,1,0,0,1,0,0,0
городской-суд.рф,2,1,0,0,1,0,0,0
koreashop.ru,20,9,11,0,11,5,0,4
lenarex.ucoz.ru,335,0,335,0,0,335,0,0
vikup-auto.jimdo.com,2,2,0,0,2,0,0,0
carsbaby.ru,1,1,0,0,0,1,0,0
uchebnik.kz,1,0,1,1,0,0,0,0
miranda-im.org,2,2,0,0,0,2,0,0
dentberg.ru,3,0,3,0,0,2,1,0
sabinaspb.ru,11,11,0,0,0,0,11,0
newyear.ru,8,0,8,0,2,4,2,0
misseva.ru,57,11,46,5,21,18,11,2
thaymag.ru,3,0,3,0,0,3,0,0
scala-programming-language.1934581.n4.nabble.com,3,3,0,0,3,0,0,0
konkurs.d3media.ru,2,0,2,0,0,2,0,0
slovarix.ru,5,4,1,0,2,2,1,0
ugbiz.ru,14,10,4,0,0,9,2,3
bnj.ru,3,1,2,0,0,3,0,0
junradio.com,8,8,0,0,3,3,2,0
pda.anekdotov.net,1,1,0,0,1,0,0,0
deluxeblondes.com,2,2,0,0,1,0,1,0
absolutetubeporn.net,2,2,0,0,0,1,1,0
podelkidetkam.ru,3,0,3,0,0,3,0,0
crimea.edu,121,11,110,0,25,93,3,0
brickhousesecurity.com,1,1,0,0,1,0,0,0
dorpat.ru,5,5,0,0,0,5,0,0
1capital.ru,1,1,0,0,0,0,1,0
stroimprosto.ru,2,0,2,0,0,2,0,0
osmaster.org.ua,45,28,13,6,26,2,5,2
pisarivka.at.ua,1,1,0,0,1,0,0,0
olega-tor.com.ua,2,2,0,0,1,1,0,0
egoist.com.ua,1,1,0,0,0,0,0,1
pollet.ru,3,2,1,0,3,0,0,0
legiontdmega.ucoz.com,1,1,0,0,1,0,0,0
capral-new.ru,3,3,0,0,0,3,0,0
mir-domohozyaiki.ru,22,0,22,0,22,0,0,0
osvitakambuz.at.ua,1,1,0,0,1,0,0,0
oaomk1.ru,2,2,0,0,2,0,0,0
sergiev-posad.tehnosila.ru,4,4,0,0,4,0,0,0
freeware.de,2,2,0,0,0,1,1,0
ilearnwords.com,1,0,1,0,1,0,0,0
igonki.net,4,4,0,0,4,0,0,0
zen.jofo.ru,1,1,0,0,0,1,0,0
ipoteka.ndv.ru,41,13,27,4,31,5,0,0
mikrozayminfo.com,1,1,0,1,0,0,0,0
gp35nn.ucoz.ru,5,0,5,0,0,5,0,0
kpmg.com,5,2,3,3,2,0,0,0
focus2-ford.ru,1,1,0,0,0,0,1,0
vavilen.com.ua,4,0,4,0,0,4,0,0
yoga.freewayom.com,1,0,1,0,0,1,0,0
coach.nnm.me,105,105,0,0,0,105,0,0
kazanweek.ru,1,1,0,0,1,0,0,0
freddiesville.com,3,0,3,0,3,0,0,0
kgb.in.ua,1,0,1,0,1,0,0,0
brotv.net,4,4,0,0,4,0,0,0
baniizpestovo.ru,6,1,0,0,0,0,1,0
ju.dating.lt,2,2,0,0,0,0,0,2
glarysoft.com,4,4,0,0,2,0,2,0
cathealth.ru,1,0,1,0,0,1,0,0
webayo.do.am,1,1,0,1,0,0,0,0
poisk-gsm-ultoa.3dn.ru,1,1,0,0,1,0,0,0
t6408034.narod.ru,1,0,1,0,0,1,0,0
kinozadrot.net,71,37,29,13,30,18,5,0
anatoly-rudenko.narod.ru,1,1,0,0,0,1,0,0
redbook67.ru,6,0,6,0,3,3,0,0
podrujka.com,2,1,1,0,1,1,0,0
stihi.stved.ru,9,0,9,0,0,0,0,9
malchishki-i-devchonki.ru,1,0,1,0,1,0,0,0
worldgiants.narod.ru,2,2,0,0,2,0,0,0
mathematics.ru,30,14,13,3,9,12,3,0
thislilpiglet.net,1,1,0,0,1,0,0,0
bedouins.ucoz.ru,2,2,0,0,0,2,0,0
pesniizfilma.ru,7,0,7,0,0,7,0,0
sotkin66.ru,1,0,1,0,0,1,0,0
rcoit.ru,1,1,0,0,0,1,0,0
lookr.com,29,29,0,0,21,8,0,0
proroliki.ru,3,3,0,0,0,0,3,0
novgorod.webprorab.com,1,1,0,0,1,0,0,0
chelyabinsk.bankturov.ru,1,1,0,0,0,1,0,0
toolslib.net,4,3,1,0,0,4,0,0
vse-otveti.com,3,0,3,3,0,0,0,0
ulybka-peresmeshnika-2014-smotret-onlayn-vse-serii-11-12.sobakaspam.ru,1,0,1,0,1,0,0,0
rus.tvnet.lv,13,12,1,1,0,0,0,12
gipsomania.ru,11,0,11,0,11,0,0,0
mrart.ru,1,0,1,0,1,0,0,0
world-sound.com.ua,2,2,0,0,0,0,2,0
apollyon1986.narod.ru,1,1,0,0,0,1,0,0
fasteventmix.ru,6,5,0,3,2,0,0,0
constanta-us.com,1,1,0,0,0,1,0,0
albummusic.net,100,0,100,0,0,100,0,0
knife-for-life.ru,1,1,0,0,0,0,0,1
vostoktk.ru,2,2,0,0,2,0,0,0
restorania.com,1,0,1,0,0,1,0,0
yourhappy.com.ua,1,0,1,1,0,0,0,0
borncash.net,1,1,0,0,0,1,0,0
gotut.ru,6,6,0,0,2,4,0,0
mvsaccess.ddns.net,3,3,0,0,0,0,3,0
oilsu.narod.ru,1,0,1,0,0,0,1,0
todayturkey.ru,1,0,1,0,1,0,0,0
i164.ru,31,1,30,0,1,1,29,0
news22.ru,6,5,1,1,3,1,1,0
eger-nsk.ru,3,1,2,0,2,1,0,0
google.de,133,85,28,0,60,10,5,38
post.rutracker.org,1,1,0,0,1,0,0,0
angelylore.tumblr.com,1,1,0,0,0,1,0,0
forum.donanimhaber.com,5,5,0,0,5,0,0,0
penza.rabotavia.ru,2,2,0,0,2,0,0,0
zeni.nevasport.ru,1,1,0,0,0,1,0,0
tigeni.wink.ws,2,2,0,0,0,2,0,0
learn-foreign-language-phonetics.com,8,0,8,0,0,8,0,0
parts.renault.ru,1,1,0,0,1,0,0,0
staging.coub.com,1,1,0,1,0,0,0,0
konka.ru,5,2,3,0,1,4,0,0
japancenter.khv.ru,2,1,1,0,1,0,0,1
excluzive.net,160,141,10,11,63,68,9,0
img25.imagevenue.com,1,1,0,0,1,0,0,0
1000-tv.ru,7,3,4,0,1,3,3,0
shamray.ru,1,1,0,0,1,0,0,0
rose-club.ru,5,4,1,0,5,0,0,0
mosmasters.ru,1,0,1,0,0,0,1,0
travelerr.ru,13,2,11,0,2,11,0,0
tek.rbc.ua,12,10,2,0,2,3,3,4
webmd.com,11,3,8,0,1,10,0,0
anstv.ws,1,1,0,0,0,0,0,1
rushist.com,30,25,3,7,9,11,0,1
kscomplect.com,3,3,0,0,3,0,0,0
vltele.com,1,1,0,0,1,0,0,0
amateurupskirtporn.com,2,2,0,0,2,0,0,0
statuso.ru,39,10,29,8,17,12,1,1
goodroads.net,1,1,0,0,0,1,0,0
brocit-kurit.ru,1,0,1,0,1,0,0,0
cookingbook.com.ua,1,0,1,0,1,0,0,0
aviaros.narod.ru,5,5,0,0,1,3,1,0
gomel-clinic.by,4,4,0,0,3,0,0,1
elka2.ucoz.ru,1,0,1,0,0,1,0,0
ooo-aldem.russia-opt.com,2,0,2,0,0,0,0,2
irks.ru,1,1,0,0,1,0,0,0
klub31.ru,3,0,3,0,0,3,0,0
kompogolik.ru,8,8,0,0,7,1,0,0
u-woman.ru,2,0,2,1,0,1,0,0
viza-ua.com,9,1,8,2,6,0,1,0
tikrasotka.ru,12,12,0,0,0,0,12,0
bravoavia.ru,63,13,48,10,7,25,14,5
dotaguid.ru,2,2,0,0,2,0,0,0
shkoladetei.ru,7,3,4,0,6,1,0,0
casino-imperator.com,2,0,1,0,1,0,0,0
225fz.ru,5,2,3,2,0,0,3,0
recordmusik.ru,2,1,1,0,1,1,0,0
egeco.ru,7,2,3,0,2,2,0,1
hentaichan.ru,62,17,45,15,6,41,0,0
chuhloma.nuipogoda.ru,4,0,4,0,0,4,0,0
profilsistem.ru,3,3,0,0,3,0,0,0
xxl-sale.com,6,6,0,0,0,6,0,0
europotolki.ru,1,0,1,0,1,0,0,0
xn----itbwcfcazgy.xn--p1ai,8,8,0,0,3,5,0,0
esl-lounge.com,1,0,1,0,0,1,0,0
baby-health.info,1,0,1,1,0,0,0,0
bear-like.narod.ru,1,0,1,0,1,0,0,0
catalog.gaw.ru,3,2,0,0,2,0,0,0
w-ru-sites.biznes-shops.ru,1,0,1,1,0,0,0,0
torrent3d.net,2,2,0,0,2,0,0,0
nsk.propartner.ru,1,1,0,0,1,0,0,0
rookee.ru,2,2,0,0,2,0,0,0
pizda.gutgirl.ru,2,2,0,0,0,2,0,0
ryazan.site-4you.ru,3,3,0,0,3,0,0,0
pogovorka.yaxy.ru,11,7,4,0,3,2,6,0
fengshui-store.ru,1,0,1,0,1,0,0,0
karaganda-region.gov.kz,6,3,3,0,2,4,0,0
leuskgie-drragone.pw,1,0,1,0,1,0,0,0
fuckinggranny.org,21,21,0,0,0,21,0,0
1fleshka.ru,1,1,0,0,1,0,0,0
orgpoisk.ru,135,47,84,9,49,40,28,5
kryl-tvor.ucoz.ru,12,0,12,0,9,3,0,0
tuttaitalia.org,1,0,1,0,0,0,1,0
izumrudd.ru,1,0,1,0,0,0,1,0
porozkova.ru,9,9,0,9,0,0,0,0
odintsovo.spravker.ru,5,0,5,0,1,2,2,0
puzzle-english.com,16,3,13,1,10,1,4,0
pppinrussia.ru,2,0,2,0,2,0,0,0
goup32441.narod.ru,1,1,0,0,0,1,0,0
tokusen.ru,4,4,0,0,4,0,0,0
ripcity.ru,37,26,11,1,12,13,11,0
megasoska.ru,5,5,0,0,1,4,0,0
sovetsovet.ru,1,1,0,0,0,1,0,0
spb.zrbt.ru,2,1,1,0,1,1,0,0
pro-extrim.com,1,1,0,0,0,0,1,0
internet-magaziny.mnogonado.net,1,0,1,0,0,1,0,0
robofilm.net,15,14,0,0,9,0,5,0
пятаяпередача.рф,5,5,0,0,3,2,0,0
x-libri.ru,9,6,3,5,0,4,0,0
lipetsk.kolorit-l.com,1,1,0,0,1,0,0,0
dsploit.net,1,1,0,0,1,0,0,0
admashine.com,2,0,2,0,1,1,0,0
zakagicursach.ucoz.ru,1,1,0,0,1,0,0,0
cesare-paciotti.com,19,19,0,0,19,0,0,0
allbasketball.org,8,8,0,0,8,0,0,0
blog.odnolko.ru,1,0,1,0,0,1,0,0
allanfong.com,1,0,1,0,1,0,0,0
uk.shopotam.ru,3,2,1,0,2,1,0,0
dts.tver.ru,1,1,0,0,0,0,1,0
xn--116-5cdt5a1a9bzb3b.xn--p1ai,2,0,2,0,0,2,0,0
finehomeslv.com,1,1,0,0,0,0,1,0
asinfo.com.ua,8,0,7,5,0,0,2,0
blogi.autonews.ru,1,1,0,0,0,1,0,0
kinosh.net,8,8,0,2,6,0,0,0
rings.ru,46,36,8,2,7,35,0,0
tatl-shop.ru,11,2,9,3,6,2,0,0
nn.dk.ru,1,0,1,0,0,1,0,0
mia24.ru,9,0,9,0,0,9,0,0
fitosvet.net,4,1,1,0,2,0,0,0
antigibdd.ru,2,0,2,0,1,1,0,0
korrdon.com.ua,3,3,0,3,0,0,0,0
pomosh.net,2,2,0,0,0,0,2,0
fitgirls.by,3,0,3,0,3,0,0,0
vseotovare.ru,4,2,2,0,0,1,3,0
lifetobetter.info,4,0,4,0,0,0,0,4
obschestvo.for-ask.ru,1,1,0,0,0,0,0,1
archive.sokol-saratov.ru,1,1,0,1,0,0,0,0
click.bay.ru,1,1,0,0,1,0,0,0
weapon2.ru,2,2,0,0,0,2,0,0
tsentr-zanyatosti.ru,1,1,0,1,0,0,0,0
4navitel.net,7,7,0,1,6,0,0,0
news-usa.ru,16,16,0,1,1,14,0,0
free-proxy-list.net,2,2,0,0,1,1,0,0
soft-program.com,8,5,3,5,0,3,0,0
gameschart.com,9,0,9,0,9,0,0,0
engine-market.ua,1,0,1,0,1,0,0,0
rupornotube.com,28,12,12,0,7,12,3,2
ennk.ru,2,0,2,0,2,0,0,0
mychinagadget.ru,2,2,0,0,0,0,2,0
bysina.ucoz.ru,3,0,3,1,0,2,0,0
feltwithlove.ucoz.ru,1,1,0,0,1,0,0,0
diets-gum.ru,6,3,3,0,3,0,3,0
stilzhizny.ru,1,0,1,0,0,1,0,0
by-anna.com,1,0,1,0,0,1,0,0
st-maron.ru,2,2,0,0,2,0,0,0
hu-deem.ru,1,0,1,0,0,0,0,1
avstop.com,3,3,0,0,0,3,0,0
kelechek.ru,2,0,2,0,0,1,1,0
trenazhery.ekaterinburg.mnogonado.net,1,0,1,0,0,1,0,0
htm-group.ru,2,2,0,0,0,0,2,0
linzkurier.ru,4,0,4,0,4,0,0,0
womansite.at.ua,1,0,1,0,1,0,0,0
ohota2010.ru,1,0,1,0,1,0,0,0
zsonline.ru,1,1,0,0,0,0,1,0
edas.ru,14,2,11,0,2,4,2,5
coop-land.ru,4,3,1,2,1,1,0,0
zablugdeniyam-net.ru,17,2,14,2,5,5,4,0
tipdoma.com,87,46,12,0,31,26,1,0
avdreal.ru,1,0,1,0,1,0,0,0
outandabout.com.ua,1,1,0,0,1,0,0,0
xn--80aagqfebbu0a5cu.xn--p1ai,20,0,20,0,0,0,0,20
dailynew.ru,1,1,0,0,1,0,0,0
axessauto.ru,18,18,0,0,17,1,0,0
arenda-berdyansk.ru,2,2,0,0,0,0,0,2
c-psy.ru,1,0,1,0,0,1,0,0
pomosch-kredit-krasnodar.ru,2,2,0,0,2,0,0,0
russoserialo.ru,4,0,4,0,0,4,0,0
musicroof.ru,1,1,0,0,1,0,0,0
azo-nn.ru,17,17,0,17,0,0,0,0
polsovet.com,5,1,2,1,0,0,0,2
2.goszakazpoisk.appspot.com,1,1,0,0,0,1,0,0
money4honey.ru,7,7,0,0,0,7,0,0
rabota.ngs.ru,2,0,2,0,0,0,2,0
sally.com.ua,1,0,1,0,1,0,0,0
mafus.ru,2,0,2,0,2,0,0,0
myscent.ru,3,0,3,0,0,3,0,0
galyonkin.com,2,0,2,0,0,2,0,0
ek2005.clan.su,1,1,0,0,1,0,0,0
haytnel.am,1,1,0,0,1,0,0,0
vigivanie.com,7,3,4,0,0,5,2,0
teenxx.org,1,1,0,0,0,1,0,0
avtorial.ru,74,65,5,28,18,4,19,1
rubin-kazan.ru,2,2,0,2,0,0,0,0
newsdoor.ru,119,13,106,5,4,106,4,0
brles.all.biz,1,1,0,1,0,0,0,0
mp3index.ru,16,3,8,2,8,1,0,0
jci.org,1,0,1,1,0,0,0,0
mos-mytischi.ru,1,0,1,0,1,0,0,0
lput.ru,1,1,0,0,0,0,1,0
kazan.viasun.ru,1,1,0,0,1,0,0,0
piterjurist.ru,1,1,0,0,1,0,0,0
homepages.tversu.ru,1,0,1,0,0,1,0,0
superguest.ru,1,1,0,0,0,1,0,0
superadres.ru,2,2,0,0,0,2,0,0
businessbuy.ru,1,0,1,0,1,0,0,0
mywomenstuff.com,1,0,1,0,0,0,1,0
texnoplus18.ru,1,0,1,0,1,0,0,0
vologda.jobinmoscow.ru,1,0,1,0,1,0,0,0
book.belveter.by,4,0,1,0,0,1,0,0
neposedy.spb.ru,2,0,2,0,0,2,0,0
31tv.ru,23,4,19,15,6,2,0,0
balashiha.promportal.su,1,1,0,0,1,0,0,0
sportsmak.ru,3,2,1,1,2,0,0,0
al-ko.com,1,1,0,0,1,0,0,0
my-dari-beri.com,2,2,0,0,0,2,0,0
v-zdor.com,2,0,2,0,2,0,0,0
arionmovies.com,38,31,0,1,11,10,2,7
e-sheven.narod.ru,6,6,0,0,6,0,0,0
choppa.ru,1,1,0,0,0,1,0,0
stul-dlya-kuhni.ru,1,0,1,0,0,0,1,0
calc.bmsk.ru,1,1,0,0,1,0,0,0
childrenincinema.com,3,3,0,0,0,3,0,0
langmaster.com,1,0,1,1,0,0,0,0
mediostar.com.ua,1,1,0,0,0,1,0,0
kak-pyshetsa.ru,1,1,0,0,1,0,0,0
suzuki-club.ru,2,2,0,0,0,0,2,0
awards.infostart.ru,1,1,0,0,1,0,0,0
sociater.ru,3,3,0,0,0,3,0,0
red666.ucoz.com,3,3,0,0,3,0,0,0
metalloprokat.name,4,4,0,0,4,0,0,0
zoloto-na-zakaz.ru,1,1,0,0,1,0,0,0
russcomm.ru,1,0,1,0,1,0,0,0
curbly.com,2,0,2,0,2,0,0,0
issuu.com,3,1,2,1,1,0,1,0
175947.ru.all.biz,1,0,1,0,0,1,0,0
wolgodacha.ru,4,0,4,0,4,0,0,0
gdo.ru,2,0,2,0,0,2,0,0
gate2home.com,1,0,1,1,0,0,0,0
mirstran.com,3,0,3,3,0,0,0,0
allthingsgym.com,1,1,0,1,0,0,0,0
eubank.ru,1,0,1,0,1,0,0,0
volosovo.yambe.ru,1,0,1,0,1,0,0,0
motor-spb.com,1,1,0,1,0,0,0,0
rt.com,56,41,4,25,11,9,0,0
kia.eks-auto.ru,36,6,30,0,0,30,0,6
muscletech.ru,5,5,0,5,0,0,0,0
apteka.tomsk.ru,1,0,1,0,0,1,0,0
shpora-na-pyatkax-lechit.narod.ru,1,0,1,0,1,0,0,0
total3d.ru,6,3,3,0,1,0,5,0
kastelli.fi,1,1,0,0,1,0,0,0
m-dom.info,2,0,2,0,1,0,1,0
ros-obrazovanie.ru,1,0,1,0,1,0,0,0
nice.kg,1,1,0,0,0,1,0,0
speed-parts.ru,1,1,0,0,0,1,0,0
emstore.ru,3,0,3,0,0,3,0,0
craftsvilla.com,5,0,5,5,0,0,0,0
avebormed.ru,12,12,0,0,12,0,0,0
romanova-tour.ru,19,15,4,3,4,12,0,0
afinso.ru,1,0,1,0,1,0,0,0
park-market.ru,1,0,1,0,0,0,0,1
igraprestolov.net,6,1,5,0,0,6,0,0
womanszone.ru,1,0,1,0,1,0,0,0
limecat.ru,2,0,2,0,0,2,0,0
chakra.do.am,4,0,4,0,1,3,0,0
perm.expertcen.ru,2,2,0,0,2,0,0,0
bezbazara.com.ua,2,2,0,0,0,0,2,0
relicfinder.info,2,2,0,0,0,2,0,0
spacereal.ru,8,8,0,0,2,2,0,4
kinokopilka.tv,39,39,0,0,39,0,0,0
price4all.ru,1,1,0,0,0,1,0,0
bizyou.ru,14,3,11,0,1,6,7,0
shadrinsk.elega.ru,4,0,4,0,4,0,0,0
pu-28-kks.narod.ru,1,1,0,0,0,1,0,0
obrmos.ru,1,0,1,1,0,0,0,0
packagingoptionsdirect.com,1,1,0,0,1,0,0,0
chere.ru,4,1,3,0,1,3,0,0
sochi-expo.ru,6,2,4,1,2,3,0,0
space-mullet.com,12,0,12,12,0,0,0,0
clusterdelta.com,39,37,0,0,2,35,0,0
aquauna.ru,2,2,0,0,2,0,0,0
chroome.at.ua,3,2,1,0,1,2,0,0
magucat.ru,11,5,6,0,0,1,5,5
nahnews.com.ua,76,41,29,14,26,16,8,6
minsk.m.second.by,17,0,17,0,16,1,0,0
mebel-neman.by,4,0,4,4,0,0,0,0
myrealdoll.ru,1,0,1,0,1,0,0,0
koronaholl.com,1,0,1,0,0,1,0,0
kaluga.se07m.ru,1,0,1,0,0,1,0,0
elbrustours.ru,19,19,0,0,19,0,0,0
ids55.ru,2,2,0,0,2,0,0,0
zdravclub.ru,2,0,2,0,0,2,0,0
bryansk-spravka.ru,1,0,1,0,0,0,1,0
a1.am,1,1,0,0,1,0,0,0
glazurno.ru,10,7,3,0,2,7,1,0
oristar.ru,3,1,0,0,1,0,0,0
kiosk.moy.su,2,2,0,0,2,0,0,0
forum.nsk-cb.ru,1,1,0,0,0,0,1,0
shopoforum.ru,2,0,2,0,0,0,2,0
www59.zippyshare.com,6,4,0,0,3,1,0,0
matrix-jehova-ire.narod.ru,2,2,0,0,0,2,0,0
tutmedicina.ru,1,1,0,0,0,1,0,0
razvodimsya.ru,7,1,6,6,0,1,0,0
technicsavto.ru,1,1,0,0,1,0,0,0
1.1345.ru,3,3,0,0,0,3,0,0
enjoysushi.ru,1,1,0,0,0,1,0,0
rokaro.ru,1,0,1,0,0,1,0,0
mooooon.ru,6,0,6,0,0,6,0,0
razborka-bmw.net,1,1,0,1,0,0,0,0
hotevents.ru,267,87,171,20,67,133,29,9
mymoneyclub.ru,1,1,0,0,0,1,0,0
the-alba.com,31,10,16,3,13,0,10,0
ronta.ru,4,2,2,0,0,4,0,0
realtyvision.ru,42,25,16,0,24,14,0,3
taty-orlov.ru,2,2,0,0,0,2,0,0
kzvesti.kz,1,1,0,0,0,1,0,0
gidmagazinov.ru,3,2,1,1,1,0,1,0
uch.znate.ru,1,0,1,0,0,0,1,0
rador.ru,7,7,0,0,0,7,0,0
pleasuregirl.net,22,22,0,0,22,0,0,0
gapk.ru,1,1,0,0,1,0,0,0
vpeso4nice.ru,1,0,1,1,0,0,0,0
domdiva.ru,22,18,0,0,17,0,1,0
xn----8sbmq3ajkil.xn--p1ai,6,6,0,0,0,6,0,0
plarium.com,30,21,9,0,5,8,16,1
voent.org,2,2,0,0,0,1,1,0
napks.ru,1,0,1,0,1,0,0,0
kuban.ayle.ru,5,3,2,0,1,4,0,0
pleer.link.sendsay.ru,8,7,1,0,0,7,1,0
big.stb.ua,2,0,2,0,1,1,0,0
golance.ru,3,3,0,0,3,0,0,0
buster-boats.ru,1,1,0,0,1,0,0,0
baza.tomsk.ru,12,6,6,0,0,0,12,0
golik.ucoz.ru,1,1,0,0,1,0,0,0
avtoprokat58.ru,2,2,0,0,0,0,2,0
